"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00190075530865322,149.716814756393
0.05,-0.00110129508067146,0.0356896676482245,150.794544696808
0.1,-0.00120764339845803,0.0722828923485042,150.409380197525
0.15,-0.00101298494380446,0.110384455689133,149.459587335587
0.2,-0.000257882657301495,0.149829846057543,151.707087993622
0.25,0.000219341752860264,0.190809509294912,151.103463172913
0.3,0.00110810369073132,0.233308663031614,149.637499809265
0.35,0.00304664869211727,0.277303522244335,148.024410009384
0.4,0.00634933863046902,0.322778116725893,150.840081930161
0.45,0.0116868371585502,0.36983798421284,149.75605225563
0.5,0.0201766556992681,0.418589853854049,148.750016689301
0.55,0.032993423737603,0.468742017453217,148.338329315186
0.6,0.0517630729991349,0.520576997008515,147.786254882812
